"brand","count","execution time"
"HONDA",461,"1 secs 418 msec"
"TOYOTA",441
"FORD",378
"CHEVROLET",329
"NISSAN",265
"HARLEY-DAVIDSON",213
"YAMAHA",115
"DODGE",113
"BMW",88
"SUZUKI",86
"MERCEDES-BENZ",79
"HYUNDAI",74
"KAWASAKI",61
"GMC",59
"KIA",58
"MAZDA",58
"INFINITY",48
"JEEP",46
"LEXUS",43
"VOLKSWAGEN",41
"SUBARU",38
"ACURA",36
"MITSUBISHI",29
"CHRYSLER",26
"CADILAC",26
"SATURN",25
"PONTIAC",24
"VOLVO",20
"BUICK",18
"LINCOLN",13
"AUDI",11
"SCION",10
"MINI",10
"PORSCHE",9
"TESLA",5
